latitude,longitude,mag
46.53266666666666,-122.36866666666668,2.75
32.28790283,-101.7912776,2.9
46.62416666666667,-121.75633333333332,2.91
31.71826488,-104.2700743,3.0
31.62581062,-103.9696817,3.3
31.60813939,-103.962342,2.7
31.7180484,-104.2676491,2.9
31.6105518,-103.9624869,3.1
31.60232659,-103.9835641,2.6
32.7037,-109.0619,2.7
31.51443023,-104.0170221,2.7
36.6455,-121.2621667,2.58
43.7841,-105.3482,2.7
36.6046667,-121.2093333,3.28
47.687333333333335,-121.859,2.68
35.27616667,-98.02616667,2.62
38.8615,-122.8348333,2.69
43.6284,-105.1484,3.4
31.62378864,-103.9907903,2.8
40.342,-124.2786667,2.68
33.954,-106.9129,3.3
38.1822,-117.8737,2.6
37.2292,-97.9493,3.2
31.68128059,-104.3839261,3.0
31.68032006,-104.3903779,3.4
31.62376903,-104.1161505,2.5
35.96983333,-97.56066667,2.71
43.7664,-105.3357,3.1
31.62072795,-104.5326923,2.7
30.8464,-116.3895,4.4
39.6556667,-123.8715,2.81
31.61581119,-104.3045324,2.7
36.69633333,-97.67366667,3.04
41.9908,-119.5777,2.7
41.9727,-119.5654,2.5
31.68127027,-104.3855411,2.5
38.3553,-115.8331,3.0
35.4049,-113.6729,2.7
32.8348333,-116.0415,2.57
38.8013333,-122.7863333,2.58
31.124,-115.5058333,3.28
36.873,-121.6036667,2.65
43.917,-105.4453,2.9
43.6046,-105.3568,3.1
31.73456842,-104.1073856,2.5
41.976,-119.5586,3.1
31.51047843,-104.0296311,2.5
31.61420308,-103.9705722,3.2
31.61894129,-103.9972239,2.8
41.9601,-119.5579,2.6
35.3063333333333,-82.4926666666667,2.69
39.631,-120.1395,3.12
35.5033333,-118.393,2.62
34.1771667,-117.032,2.71
43.7466,-105.363,3.0
40.1934,-98.3011,2.7
35.2575,-98.02716667,2.65
35.5086667,-118.3915,3.56
38.3737,-115.8032,3.0
31.71139301,-104.1763164,3.4
36.0448333,-117.708,2.74
36.0406667,-117.7101667,2.71
34.949,-97.61983333,2.79
43.6774,-105.494,2.8
35.2555,-98.0275,2.83
31.73859713,-104.2497591,2.8
41.9732,-119.5587,3.5
37.827,-122.6663333,2.63
35.25916667,-98.02416667,2.51
31.73638956,-104.1114364,2.6
35.9356667,-120.0126667,3.98
37.3258333,-121.6876667,3.59
39.4441666666667,-92.2526666666667,2.59
43.7914,-105.3407,3.4
31.73591729,-104.1143963,3.0
31.73201662,-104.1130264,2.6
45.5338,-111.662,2.9
31.61394824,-103.9783716,2.7
37.4771667,-118.6121667,2.63
35.9336667,-120.026,2.84
31.61668416,-104.2719908,2.9
41.9955,-119.5948,2.6
31.66602425,-104.2416858,3.5
30.8005,-116.2416,2.9
41.9856,-119.553,3.0
37.8783333,-121.9458333,2.9
43.7561,-105.3592,3.4
31.60609038,-103.956147,2.5
31.61431841,-104.5293976,3.3
31.6097471,-103.9626179,3.2
31.59215386,-104.5431518,3.0
44.4673,-115.2006,2.6
31.6093688,-104.5457539,2.6
31.62728579,-103.9754721,2.6
31.630724,-103.9781778,2.6
43.7597,-105.3037,3.2
36.249,-120.8478333,2.6
31.67545477,-104.4312481,3.2
31.56717435,-104.0468534,2.9
45.1838,-106.8484,3.3
31.61385453,-103.9717811,2.5
32.4307251,-102.0742426,3.0
34.4301667,-119.2921667,2.59
37.1563333,-118.338,3.91
37.4156667,-118.5341667,2.58
32.5355,-118.1305,2.88
37.4171667,-118.5338333,2.59
31.69946955,-104.1708528,2.7
32.8361667,-116.0403333,3.82
31.61479245,-103.9658675,2.7
33.9604,-106.9296,3.4
33.9704,-106.9149,2.6
43.802,-105.3445,3.3
39.0416667,-123.0855,2.72
31.60971654,-103.9723007,2.5
31.64266733,-104.2259089,2.9
43.8121,-105.4315,3.4
31.72856511,-104.5243923,2.7
39.8096667,-123.1873333,2.53
31.67150103,-104.4037571,3.1
31.56357293,-104.1398534,2.5
31.5621748,-104.1441462,2.5
31.56079363,-104.1446752,2.5
38.8788,-97.4298,2.5
31.55439337,-104.1371084,3.5
35.28283333,-98.01716667,2.9
31.60928415,-103.9636918,2.5
43.7465,-105.3025,3.3
33.1608333,-116.0193333,2.63
31.68216525,-104.3893176,2.6
40.3545,-124.5653333,2.66
31.68666321,-104.4044329,3.1
30.7774,-116.4095,4.3
37.9932,-118.2341,2.6
35.5861667,-116.9095,2.52
31.56777641,-104.097804,2.9
36.7043333,-121.3368333,2.6
31.59041145,-104.1986443,2.5
36.6423333,-121.2633333,2.7
48.0288,-69.6722,2.6
35.28533333,-98.01083333,2.8
31.68441096,-104.3974134,2.9
32.43255615,-102.0742426,2.6
47.2568,-115.2674,2.6
33.9923333,-118.3508333,2.52
37.2693,-97.9332,2.5
38.1701,-116.7331,2.6
31.57,-115.694,2.8
31.61409731,-104.0025809,3.0
31.61348604,-103.9791765,2.9
31.6155766,-104.0067572,2.5
31.62673498,-104.0029099,4.7
31.62399855,-103.9967096,2.6
31.63414005,-103.9876096,4.5
31.71009894,-104.4725011,2.7
36.0043333,-120.5643333,2.51
33.0695,-115.5835,3.01
31.68670531,-104.3979724,2.7
30.9238,-116.4862,4.3
38.3674,-115.7972,2.5
31.96472168,-102.3454173,2.5
44.2499,-105.4587,2.6
37.2916667,-121.6641667,2.92
33.8758333,-117.7658333,2.78
43.75,-105.3449,3.4
45.7945,-106.7533,3.0
45.9431,-106.587,3.1
31.52836424,-104.0080874,2.7
35.6381667,-117.4441667,2.51
31.6797273,-104.4108303,2.9
32.91,-115.9686667,2.57
38.1864,-117.8655,3.5
31.71635872,-104.5581962,3.6
38.3489,-115.8266,2.9
38.322,-115.9271,2.8
47.1374,-65.6019,2.8
31.61543446,-103.9806647,2.5
31.60261979,-104.2379952,2.5
30.9783,-116.4784,4.5
32.2506667,-115.369,2.87
31.72202186,-104.538867,2.7
30.7936,-116.3907,6.2
31.5651355,-104.0973856,2.6
41.5098333,-112.1785,2.81
31.67840454,-104.5330249,2.8
45.2583,-106.835,2.8
37.9964,-118.2278,2.9
38.3662,-115.8242,3.0
31.72073247,-104.5270042,3.2
31.67402863,-104.2907317,2.5
31.67866353,-104.4980343,2.8
31.61467777,-104.0008352,2.5
31.52457686,-104.00686,2.6
46.8121,-112.6827,2.9
35.5711667,-120.8061667,2.81
31.63489585,-104.0020069,4.0
34.1968333,-116.9511667,2.62
31.62950719,-103.9986185,2.6
31.67179354,-104.4947353,2.7
31.55345937,-104.0868348,2.5
31.61052859,-104.0045813,3.0
31.64230543,-104.0188587,2.8
31.63432551,-104.0007935,2.6
31.62771827,-103.9838138,2.5
31.66637445,-104.5436651,2.9
31.63249997,-103.9970184,2.6
31.67380084,-104.5340535,2.8
35.87416667,-97.58933333,2.64
43.8182,-105.2302,3.4
31.6348178,-103.9911103,2.5
30.71228027,-104.673447,2.5
44.2217,-116.2381,3.4
31.61738727,-103.980808,2.5
31.6196887,-103.9797423,2.5
31.63863353,-104.0174954,2.6
31.63586216,-103.988021,3.8
31.61709197,-104.0004432,2.5
31.6073714,-103.9868145,2.9
31.61508142,-103.9832184,3.6
31.61147683,-103.960608,2.5
43.7499,-105.3376,2.8
31.61603198,-103.9735391,2.8
31.6128595,-103.9949091,2.7
31.62947111,-104.0091105,4.0
31.63447804,-103.9896289,2.6
31.62852652,-103.9826069,2.5
31.60882457,-103.9636898,2.6
31.61789254,-103.9665535,3.3
31.63413111,-103.9903,2.8
31.63425093,-103.9888208,2.6
31.6367452,-103.9987871,5.4
47.2961,-114.1463,3.7
42.214,-111.091,3.04
42.2158333,-111.0901667,2.6
42.2126667,-111.091,3.57
42.2076667,-111.0896667,2.97
42.2151667,-111.0913333,2.81
37.4401667,-122.4241667,2.83
43.6397,-105.3207,2.8
43.7598,-105.3002,3.2
38.2014,-117.8786,2.5
43.8047,-105.3078,3.1
35.28233333,-98.01733333,2.92
31.56971559,-104.1011759,2.7
39.3318,-117.4792,3.0
45.7212,-73.6966,3.0
38.8171667,-122.7993333,2.69
38.82,-122.793,2.96
36.3831666666667,-90.9101666666667,2.5
44.7905,-110.8218333,2.59
32.27325439,-101.9349038,2.9
44.359,-115.1372,2.6
43.6265,-105.248,3.1
43.824,-105.2226,3.3
32.6524,-93.9825,3.0
31.68403456,-104.3844888,2.5
31.56471977,-104.1141859,2.6
31.56818731,-104.1093671,2.6
31.65098384,-104.2173573,3.3
31.64823732,-104.2151853,2.8
44.3785,-105.5276,2.5
36.8175,-121.5528333,2.73
44.2525,-115.1038,3.0
41.5125,-112.1813333,3.58
38.5111667,-119.5185,3.09
31.5266667,-115.7781667,2.78
43.829,-109.2413,3.4
38.1878,-117.8543,2.5
37.8308333,-122.0476667,2.71
32.22198486,-103.0796256,2.6
35.8905,-117.7288333,2.8
35.7415,-117.5666667,3.19
35.8008333,-90.1481667,2.5
36.3435,-89.433,3.19
31.10995141,-103.2439976,2.7
34.72283333,-98.48466667,2.76
38.8085,-122.735,2.61
31.61005255,-104.3069072,2.7
40.1488,-119.1397,2.5
40.1662,-119.1438,2.5
31.5633333,-115.6926667,2.97
34.944,-97.62583333,2.71
44.3759,-115.1221,2.6
40.1633,-119.1358,2.6
31.5097,-115.6351,2.7
31.6716,-104.3605,2.7
40.2838333,-124.4176667,2.53
39.6085,-120.3948333,2.76
39.4851667,-123.115,2.63
40.1563,-119.1389,2.5
31.66201297,-104.3783731,3.3
40.172,-119.148,3.3
31.5643333,-115.6708333,2.65
38.5181667,-119.5206667,3.23
39.7935,-123.1898333,2.51
38.5203333,-119.5126667,2.88
45.0921,-106.9013,3.1
31.65135131,-104.3180018,3.5
32.727,-118.2761667,2.63
43.0176,-111.6004,3.1
36.53883333,-98.96366667,2.51
31.5623333,-115.6716667,2.5
31.509,-115.782,3.81
31.5571667,-115.6993333,4.04
31.5536667,-115.7113333,3.69
31.5138333,-115.7966667,3.1
44.3722,-115.1574,3.6
39.4828333,-123.1165,3.76
28.1429,-112.2235,4.3
34.66583333,-96.0045,2.55
36.54016667,-98.96333333,2.61
36.9838333,-112.9426667,3.78
33.8315,-118.2781667,2.69
43.7797,-105.338,3.2
36.629,-121.2515,2.8
37.0878333,-91.0195,3.16
35.647,-117.4993333,2.66
28.96087646,-97.99804688,2.8
31.6791131,-104.4339741,2.5
38.8333333,-122.795,2.94
38.8331667,-122.7961667,3.19
44.6548,-112.5143,2.9
37.4886667,-119.4043333,2.55
28.1573,-112.3106,6.1
28.96179199,-97.98874081,2.7
28.96362305,-97.99494485,2.8
38.8363333,-122.8013333,2.83
28.98834229,-98.03527114,3.0
43.822,-105.3672,3.2
31.1645,-116.7047,3.3
31.5301667,-115.7598333,3.27
31.5638333,-115.6906667,3.1
37.43,-121.7728333,2.8
31.16813827,-103.264417,2.5
31.61903434,-104.0946022,2.5
43.8693,-108.0343,3.3
38.3953,-96.8794,2.5
41.5028333,-112.1756667,2.69
38.4013,-96.8417,2.8
37.3105,-121.6745,2.77
30.2041626,-104.6552258,2.6
32.5882,-109.023,3.0
32.5442,-109.0157,3.1
36.6871667,-121.3175,2.54
42.27166666666667,-124.57966666666668,2.9
29.25750732,-97.46036305,2.9
27.9226,-111.8314,4.2
33.7098333,-119.2718333,2.79
44.3927,-115.2615,3.0
35.974,-117.3248333,2.86
31.61580046,-104.2655282,2.6
43.6105,-105.2577,3.3
29.24102783,-97.46863511,2.6
44.3255,-115.0664,2.5
32.00623877,-103.8406251,2.7
37.3158333,-121.6805,2.83
31.50369418,-104.0615686,2.8
37.6296667,-121.8145,2.8
34.3418333,-117.569,3.01
34.1625,-80.7191667,2.54
36.5111667,-117.3738333,2.52
32.49481201,-101.6755192,2.5
29.23736572,-97.47070313,3.5
34.0463333,-117.2351667,2.85
40.274,-124.414,2.79
31.61152169,-104.1051839,2.8
31.18922903,-103.3572672,2.5
32.48931885,-101.6733756,3.4
43.8189,-105.2935,3.1
29.23370361,-97.46863511,2.8
31.61084666,-104.2466622,2.5
29.23370361,-97.47277114,2.5
35.16906738,-101.7660757,2.5
36.9416667,-121.3346667,2.92
37.611,-118.8613333,2.87
37.6091667,-118.8613333,2.53
43.5926,-105.2517,3.1
40.3113333,-124.3686667,3.66
35.6548333,-117.4845,2.62
36.551,-89.6845,2.81
28.58093262,-98.70013787,3.3
28.4463501,-98.7611443,3.0
36.3023333,-89.4693333,2.73
33.6378333,-116.7423333,2.75
33.6383333,-116.7436667,2.85
38.5471667,-119.534,3.05
37.3163333,-121.6811667,2.72
37.3106667,-121.6751667,3.54
37.3056667,-121.6731667,2.94
37.3115,-121.672,5.06
33.0002,-105.9296,3.0
36.5876667,-81.0625,2.59
31.61366151,-103.9955853,2.5
31.67492506,-104.3714882,2.6
33.9898333,-116.9996667,2.66
43.531,-105.0927,3.1
44.3233,-115.1565,3.0
38.7943333,-122.779,2.52
40.5781667,-124.14,4.1
43.7995,-105.3273,3.3
32.78411865,-100.6872856,2.898075421
37.1215,-121.5215,2.65
33.4806667,-116.4261667,3.27
43.8116,-105.3496,3.1
36.83533333,-97.87183333,2.93
39.3107,-114.5493,2.9
39.6703,-116.7279,2.6
39.6096,-116.9273,3.4
39.6995,-116.7163,2.8
37.8021667,-122.608,2.57
40.5906667,-124.0748333,2.61
31.68212359,-104.3957777,3.1
31.67243422,-104.4016123,3.7
31.6826,-104.419,3.5
31.66692993,-104.3999478,3.1
38.8256667,-122.8228333,2.53
38.8333333,-122.8171667,2.78
37.3605,-121.7188333,2.52
31.64865291,-104.223799,2.5
38.0721,-118.8638,2.5
38.0658333,-118.8585,2.63
40.1221667,-121.401,2.68
31.6480198,-104.212762,2.9
31.9225,-118.2288333,3.79
40.3495,-123.5185,4.32
31.64319288,-104.2129973,2.8
31.66128988,-104.2241581,3.367831862
38.816,-122.8108333,3.22
38.8233333,-122.8098333,2.55
38.8176667,-122.8078333,3.27
38.8121667,-122.8151667,3.33
38.1958333,-112.2805,2.51
31.60955928,-104.2722054,2.9
40.3865,-124.2983333,2.67
31.6103947,-103.9758004,2.5
31.64591099,-104.3809226,2.8
36.2746667,-89.4768333,2.51
35.9405,-97.89,2.59
36.1438333,-121.605,2.65
38.7928333,-122.7543333,2.55
39.6415,-107.4845,2.9
44.3322,-115.1751,3.4
33.4506667,-116.888,2.56
44.7143,-114.4203,2.6
37.5195,-118.8795,2.83
31.64293987,-104.2175697,2.5
31.5256667,-115.78,2.59
32.00028938,-103.8287224,3.3
31.68204991,-104.4070829,2.5
38.765,-122.7143333,3.14
38.1836,-117.8566,2.9
31.60720673,-103.9666414,2.9
38.1533,-117.9446,3.1
31.66941712,-104.4061606,2.5
47.2691,-114.1547,3.2
31.60605861,-103.9663674,2.7
31.68068884,-104.4043787,2.9
39.353,-119.9641,2.8
35.0453333,-118.9916667,2.72
32.26593018,-101.9177544,2.9
35.95033333,-97.874,2.74
32.00364424,-103.8175224,3.4
47.709,-117.53916666666667,2.93
43.7345,-105.3978,3.3
45.2093,-106.8691,3.5
36.98083333,-97.49333333,2.67
35.95316667,-97.87283333,2.61
44.7846667,-110.8053333,2.85
31.8176667,-116.0706667,2.57
35.94266667,-97.88483333,3.15
31.55597654,-104.1427634,2.8
39.0688333,-123.0976667,2.73
35.0486667,-118.9958333,3.67
31.65225681,-104.2378177,2.9
33.8378333,-118.2661667,2.52
38.5498333,-119.4411667,3.54
40.3751667,-124.5743333,2.64
29.2666626,-97.44175092,2.7
40.3725,-124.5798333,2.64
31.4663333,-114.3305,3.22
40.4825,-121.619,2.75
31.5071,-114.3592,3.8
31.4701667,-114.3495,3.54
39.3511,-119.9712,2.8
31.66574382,-104.3697934,3.0
35.6735,-117.5615,2.88
31.6719487,-104.2722782,2.6
35.6578333,-117.4841667,3.01
35.9038333,-84.155,2.51
31.61075916,-104.3798065,2.6
31.67521613,-104.3978691,2.5
31.64190362,-104.2401641,2.6
31.62485567,-104.3672863,2.5
41.8303333,-124.566,2.59
31.6546837,-104.298115,3.0
31.60772098,-104.2721914,2.5
35.93616667,-97.89883333,2.7
31.53961864,-104.1520685,2.7
35.94366667,-97.88416667,3.14
37.663,-122.4965,2.56
33.0413333,-116.3546667,3.47
35.94133333,-97.89133333,3.21
44.540333333333336,-122.55083333333332,4.39
35.94133333,-97.89,3.42
31.73369112,-104.0974151,2.7
31.73564266,-104.0978304,3.2
31.73468275,-104.1075209,2.9
35.9455,-97.8955,2.71
31.621,-116.0356667,2.77
35.94183333,-97.8895,2.88
33.2083333,-115.5425,2.79
33.2041667,-115.5441667,2.84
35.9415,-97.891,2.78
31.6836667,-115.152,2.61
37.8699,-117.4765,2.9
34.0243333,-117.2246667,2.54
35.94016667,-97.89166667,3.19
44.7014,-114.4027,2.6
39.6975,-114.244,2.6
37.2028,-115.0807,2.5
28.50402832,-98.17486213,2.6
37.3278333,-120.0411667,3.01
44.5963333,-110.6826667,2.51
44.2065,-115.0782,3.1
32.3381667,-115.2443333,3.57
31.73795177,-104.0951503,2.9
35.9395,-97.89266667,2.8
33.9246667,-116.9215,3.01
40.8273,-117.0879,3.1
31.67691285,-104.4194181,2.8
31.67862959,-104.4030142,2.5
33.8696667,-117.7646667,3.08
32.9686667,-115.8898333,2.71
31.59933663,-103.9843573,2.8
32.46276855,-102.0410156,3.3
37.0707,-97.7981,2.5
35.94033333,-97.89583333,2.6
35.93916667,-97.8935,2.57
35.94183333,-97.89383333,2.52
44.7488333,-111.1135,2.77
31.68716188,-104.1974227,2.9
36.69933333,-97.6685,2.76
44.2125,-115.0913,2.5
48.06783333333333,-124.613,2.95
33.4803333,-116.5131667,3.41
31.69072462,-104.4825414,3.2
32.38494873,-101.098871,2.8
31.67704136,-104.4999022,2.9
34.0613333,-116.9548333,2.53
31.67011529,-104.4048212,2.7
36.2476,-115.1502,2.5
44.7751667,-110.8015,2.63
36.9998,-104.8654,2.5
36.499,-98.42216667,3.09
31.71614713,-104.0888315,2.7
38.151,-117.9748,3.1
37.5,-121.6206667,3.35
27.0398,-111.3805,4.3
26.9509,-111.4476,5.4
31.90309264,-103.9201793,2.8
35.24966667,-97.752,2.69
32.96447754,-100.9048685,2.7
38.1572,-117.9532,2.8
36.9603333,-121.603,2.61
31.65603154,-104.3035079,2.5
31.66176222,-104.3059757,3.0
34.4301667,-116.4898333,3.33
35.509,-118.3876667,2.55
36.4028333,-90.8836667,2.81
35.5076667,-118.3885,3.7
35.9696667,-119.878,2.78
31.71534422,-104.2991344,2.7
35.3355,-118.546,2.78
40.392,-124.4776667,2.79
43.7714,-105.3657,3.2
43.5911,-105.2432,3.2
47.8686,-114.3535,2.9
39.7988333,-123.1926667,2.52
31.6223333,-116.0343333,2.73
41.2984,-106.9976,2.8
38.8051667,-122.7428333,2.7
32.4755,-115.3251667,2.59
36.5491667,-121.1085,2.52
44.353,-115.1549,2.5
44.3245,-115.1616,2.5
31.2153333,-115.8653333,2.93
32.157,-115.1648333,2.55
43.526,-105.1766,3.1
40.3136667,-124.7245,4.84
36.545,-121.1003333,2.5
43.7368,-105.4062,3.4
31.68064998,-104.4103004,2.5
38.7713333,-122.714,3.05
40.2178333,-122.6548333,2.74
39.7915,-123.1876667,2.77
48.0465,-124.715,3.49
44.3767,-115.1391,2.5
44.7855,-110.7991667,2.73
44.6667,-114.3299,2.5
44.5303,-114.701,3.0
31.72552347,-104.5316323,2.5
31.91566147,-103.3894185,2.7
31.73835024,-104.1096973,2.5
31.71859578,-104.5951138,2.7
31.68150851,-104.4194605,2.8
31.89914779,-103.4153506,2.5
36.1721667,-117.8355,3.04
44.7738333,-110.7978333,2.54
40.2941667,-124.4145,3.69
33.3623333,-115.7913333,2.73
33.3613333,-115.791,3.48
39.8078333,-123.1853333,2.59
39.8005,-123.1861667,3.96
35.704,-117.479,2.82
44.7801667,-110.804,2.93
31.75465421,-104.5685751,2.7
44.777,-110.8088333,2.69
36.6773,-113.498,4.4
36.7296667,-121.3453333,3.26
46.9424,-112.5014,2.6
44.7835,-110.8098333,2.51
33.761,-115.9435,2.58
44.7891667,-110.8096667,3.93
33.764,-115.9403333,3.3
33.7635,-115.9373333,3.53
33.7621667,-115.939,2.54
33.7633333,-115.9406667,2.68
37.6095,-119.7873333,2.83
35.9601667,-117.9805,2.9
40.3408333,-124.4236667,3.18
40.3411667,-124.4256667,2.89
44.3338,-115.2205,2.7
35.8918333,-117.7216667,2.56
41.9727,-119.5659,2.9
31.5668333,-115.687,2.85
31.65974822,-104.2965404,2.6
38.5233333,-119.505,3.65
31.70944873,-104.0971405,2.9
37.0368,-104.9214,2.9
44.0523,-105.3872,3.3
31.72392109,-104.5308076,2.5
36.9443333,-121.0358333,3.25
45.232,-107.0818,3.3
37.859,-122.2441667,2.85
31.56190495,-104.100593,3.3
31.56186635,-104.1097332,2.5
38.2855,-122.4135,2.67
43.6663,-105.2461,3.2
31.66976384,-104.3881306,2.8
36.8216667,-121.5546667,2.82
38.1784,-117.8713,2.5
36.043,-117.376,2.74
31.67535067,-104.3768753,2.5
38.4813333,-122.7036667,4.29
38.475,-122.7071667,4.39
35.2793333,-119.391,2.68
31.8656667,-116.1953333,2.61
37.4665,-118.8123333,3.0
31.6562224,-104.3102372,2.7
37.1288333,-121.5245,2.69
31.6245,-116.0178333,2.91
28.0905,-112.1787,4.1
31.65714154,-104.3102446,3.2
31.92486441,-103.3980378,2.9
31.65968013,-104.3083811,3.1
44.3579,-115.1997,2.5
31.92739251,-103.3983033,2.6
31.57446407,-104.1700348,2.9
38.1688,-117.8757,2.5
39.6025,-120.4031667,3.3
44.0871,-105.3065,2.9
31.67501085,-104.1916871,3.0
39.6043333,-120.3996667,2.74
34.2053333,-118.5978333,2.6
31.67798094,-104.1952065,2.9
37.8453333,-122.2335,2.92
31.6137586,-104.0008309,2.5
37.1438,-116.5993,2.8
44.7981667,-110.7938333,2.51
33.3768333,-83.8596667,2.54
44.7948333,-110.7968333,2.89
31.5961458,-103.9762748,2.6
37.566,-118.926,2.92
31.59519859,-103.9848764,2.8
36.6365,-121.2581667,3.24
38.8325,-122.8076667,2.93
39.1258,-99.1904,2.6
43.8033,-105.3207,3.0
33.1183333,-116.0848333,2.68
31.60430273,-104.0107377,2.9
43.663,-105.3065,3.3
36.50033333,-98.42366667,2.54
38.7813333,-122.7468333,2.57
38.7891667,-122.7595,2.95
35.1604,-111.5483,2.7
31.68260056,-104.3930901,3.0
36.8376667,-121.5693333,2.51
32.2576,-104.6344,2.5
38.8266667,-122.8043333,2.56
47.842,-122.75166666666668,3.71
31.67521263,-104.3984074,2.9
31.66156496,-104.3003225,2.7
36.5603333,-121.1541667,2.63
35.3678333,-118.549,2.58
38.1221,-118.0538,2.7
31.67028138,-104.3030833,3.082102624
31.65417772,-104.3061841,2.5
33.9918333,-116.843,3.19
40.3098333,-124.4598333,2.5
35.9285,-120.701,2.63
