latitude,longitude,mag
40.0238333,-123.7751667,2.73
44.5898333,-110.6768333,2.57
37.3121667,-121.6781667,3.36
36.5661667,-121.1366667,2.53
36.5688333,-121.1308333,3.47
44.2908,-115.1904,3.3
33.0885,-116.044,2.82
44.1981,-115.1766,3.4
44.1994,-115.0408,2.5
44.2664,-115.1298,3.4
33.8796667,-118.4575,2.88
35.637,-117.5571667,2.94
34.0203333,-117.5595,3.57
31.562,-115.6941667,2.53
31.60053045,-104.2420142,2.6
32.2203,-103.4011,2.7
31.55755125,-104.0392762,3.0
35.322,-97.88833333,2.5
37.1508333,-121.5391667,2.79
31.6006595,-104.001038,3.0
31.60119603,-103.977911,2.5
32.4508667,-102.0528058,2.7
32.77313232,-100.6572742,3.2
44.2879,-114.8706,2.9
31.4886,-115.6937,2.5
36.5585,-121.1023333,2.87
36.702,-89.495,2.59
36.5595,-121.1031667,2.91
41.0329,-114.8257,3.0
37.4326667,-118.7546667,2.79
31.58225387,-104.0074046,3.5
31.59192553,-104.0015346,4.093029702
31.68134464,-104.4094992,2.9
44.6768,-67.6344,2.6
31.62459784,-103.9893144,4.4
31.60155272,-104.0085728,3.7
41.9732,-119.5575,3.2
36.549,-121.0965,4.0
44.529,-115.2025,2.7
31.61207951,-104.2735695,2.5
44.2595,-110.6061667,3.33
35.8745,-90.0546667,2.59
37.6675,-119.4313333,2.66
40.5055,-124.256,3.33
31.5623333,-115.7113333,2.65
36.8903333,-121.404,2.92
31.65382342,-104.4689899,2.5
39.7498333,-121.8515,2.7
31.70622942,-104.0976604,3.4
38.1502,-117.8993,3.9
36.315,-98.1755,2.59
39.4328,-99.552,2.6
32.4063333,-115.2251667,4.03
40.3753333,-124.9411667,2.77
46.9373,-112.5426,2.5
33.4826667,-116.429,2.55
31.5431083,-104.1426832,2.6
43.7327,-105.3215,3.2
31.6763212,-104.4046083,2.5
32.26409912,-101.9156107,2.8
31.70853181,-104.0965967,2.7
32.77313232,-100.6701362,3.0
35.6443333,-118.3181667,3.42
31.6253,-104.2953,2.5
31.70691991,-104.0973952,3.1
35.806,-121.3868333,2.73
39.5296,-98.4896,2.7
44.0567,-105.3558,3.0
45.9449,-74.82,2.5
38.1813,-117.9717,3.4
44.4963,-115.1913,2.8
43.7698,-105.3341,3.0
37.3568333,-121.7126667,3.0
44.7796667,-110.81,2.71
44.7858333,-110.8076667,2.64
31.59500986,-104.2430496,2.6
44.2685,-115.1461,2.5
36.9832,-104.8284,2.6
30.8442,-115.9623,3.3
32.01110471,-103.8214602,2.5
44.782,-110.8053333,3.03
31.0756667,-114.1633333,3.19
32.394104,-101.598347,3.1
31.7346472,-104.509911,2.7
44.7755,-110.8038333,3.09
44.7826667,-110.8016667,3.08
44.4028,-115.1984,3.5
42.2321,-107.2294,3.3
41.1385,-116.7302,2.7
38.1562,-118.0016,2.5
33.3161667,-116.3506667,3.27
41.1547,-116.7227,3.1
31.65632606,-104.5653574,2.8
39.5418,-98.494,2.6
31.63598701,-104.4564395,2.5
33.777,-116.9925,2.56
32.76397705,-100.6658489,2.6
36.7813333,-121.5248333,2.86
32.8516667,-116.0123333,2.77
31.61081741,-103.9870993,2.8
36.9911,-104.8631,2.8
36.461,-121.0418333,2.5
31.53103512,-104.1694828,2.5
38.5748333,-119.4496667,2.65
31.70822692,-104.1655251,2.6
44.2741,-114.8821,2.5
36.1686667,-91.1988333,3.14
32.83905029,-100.9338081,3.2
33.3441667,-116.3615,2.61
38.8398333,-122.8216667,2.59
32.83630371,-100.947742,2.8
44.336,-115.1875,2.5
29.25201416,-97.4955193,2.9
31.65894214,-104.3167179,2.5
44.2651,-115.1646,2.9
38.16,-116.0314,2.5
33.362,-115.7933333,2.92
31.5611667,-115.7045,2.55
32.76763916,-100.6551305,2.752444994
38.5888333,-119.4588333,2.83
32.77679443,-100.6529869,3.1
44.687,-67.6413,3.0
36.4321667,-120.6738333,2.82
33.9263333,-116.7775,3.19
32.76580811,-100.6637052,3.803475183
36.97966667,-97.493,2.71
44.6772,-67.6276,2.6
32.76947021,-100.6572742,3.0
39.5744,-119.0905,2.6
31.1826293,-103.27053,2.9
31.64647395,-104.4005707,3.0
40.432,-123.4543333,2.52
32.7053833,-100.7130097,2.6
31.73513088,-104.1102169,3.3
31.73835024,-104.1096973,2.6
38.5756667,-119.4438333,2.57
36.1036667,-117.8573333,2.79
31.73742879,-104.1102305,2.7
44.2854,-115.1096,2.6
36.8255,-117.4605,2.61
33.1901667,-115.5221667,2.62
40.3441667,-124.3655,2.7
33.1915,-115.5216667,2.71
33.1938333,-115.5283333,2.97
31.6161956,-104.2345968,2.9
33.194,-115.5201667,2.82
46.13033333333333,-120.5,3.0500000000000003
40.7575,-123.9355,3.57
34.9801667,-86.6185,2.66
41.132,-123.882,3.17
31.66934554,-104.3816673,2.7
38.511,-119.541,2.5
31.68057231,-104.3868808,2.8
47.86216666666667,-123.25716666666666,2.56
40.285,-124.4623333,2.5
32.41973877,-101.591916,3.4
38.5808333,-119.4516667,2.87
38.5876667,-119.4523333,3.45
31.68251678,-104.5053413,2.9
34.4333333,-116.4911667,2.8
38.5881667,-119.459,2.93
44.7073,-67.624,2.8
44.1345,-105.4328,3.1
38.586,-119.4498333,3.49
44.6943,-67.6224,2.8
49.0129,-67.995,3.0
31.68330721,-104.4253993,4.5
40.483,-124.7926667,2.7
27.742,-111.6657,3.8
43.7321,-111.0989,2.7
31.68194653,-104.4226948,3.1
31.9225,-117.2573333,3.57
38.5856667,-119.4596667,2.52
31.72720604,-104.5521182,2.9
44.0568,-105.3876,2.6
38.2514,-118.363,2.5
35.6531667,-117.496,2.57
31.6714,-104.4573,2.7
31.68286995,-104.4558137,2.931432504
36.5558333,-121.1313333,2.65
44.3,-115.0939,2.6
31.67585811,-104.4051424,2.8
31.66095032,-104.3646384,2.7
32.4206543,-101.7344703,2.662551067
38.5818333,-119.4626667,2.54
31.63100062,-104.3767558,2.6
38.5843333,-119.4488333,3.0
38.5813333,-119.4635,2.61
38.5756667,-119.4533333,2.7
38.5835,-119.4538333,2.57
38.5865,-119.4508333,2.71
42.5973,-111.4372,2.6
38.5816667,-119.446,4.45
44.7743333,-110.8036667,2.8
31.72959515,-104.1150319,3.1
33.3693333,-116.9723333,2.5
36.6546667,-121.0928333,3.26
31.98480086,-104.023391,2.7
44.9905,-106.0477,2.8
33.3428333,-116.2025,2.6
31.5595,-115.711,3.52
31.72131848,-104.599453,2.7
31.72872322,-104.5930719,3.9
36.7695,-121.28,2.7
27.6656,-111.6466,5.2
31.99731482,-103.8225015,2.7
44.4419,-115.2198,2.7
38.5746,-116.0312,2.5
32.85461426,-100.9263053,2.5
36.238,-120.814,2.82
43.9354,-100.4879,3.2
31.67343001,-104.3897782,2.5
40.4001667,-124.7468333,2.71
47.25866666666667,-121.97183333333334,3.06
45.0921,-116.5479,2.7
31.72149605,-104.5170479,3.6
31.67992836,-104.3427296,2.6
34.4603333,-117.8075,3.33
38.6754,-116.0714,2.6
40.3136667,-124.5783333,3.9
45.1258,-106.8307,3.3
44.3176,-114.1625,2.7
36.6278333,-119.2715,2.55
31.69196756,-104.4015196,2.6
38.2285,-119.0793333,2.97
31.9898333,-116.9188333,2.54
36.214,-89.437,2.55
40.1642,-119.6284,2.7
32.26501465,-101.9166825,2.7
40.2866667,-124.4751667,2.53
31.4217989,-103.870275,2.6
31.69832085,-104.480732,2.5
31.6676906,-104.3889197,2.5
31.67394692,-104.2640841,2.5
32.4005127,-101.5865568,3.2
40.7031667,-122.2858333,2.71
38.8389,-118.3404,2.6
31.99756136,-103.8141292,3.0
40.3883333,-124.8945,2.66
44.7798333,-110.8006667,3.13
39.025,-123.0711667,2.78
38.1457,-117.9448,3.0
43.7838,-105.3103,3.0
31.67303692,-104.4148067,2.5
31.68040593,-104.3769196,3.2
31.68339142,-104.377215,2.6
40.4671667,-124.7866667,2.7
31.66212021,-104.3974822,3.2
31.66710223,-104.373035,3.3
31.6743905,-104.3833268,4.2
31.67874093,-104.3857878,3.1
31.66523497,-104.4131203,2.8
44.3536,-115.1459,2.5
31.64978213,-104.3112617,3.3
31.67171146,-104.3709219,3.7
31.69309997,-104.3681467,2.8
31.67955447,-104.366145,3.7
44.6505,-74.5534,2.5
31.5468333,-115.6991667,2.66
40.292,-124.3845,2.66
31.68124458,-104.4245726,2.6
43.7782,-105.2938,3.3
31.66881307,-104.3566319,3.1
39.9816,-98.1608,3.4
37.9998,-117.9558,2.8
31.6695081,-104.3921656,2.5
31.67206767,-104.4223342,2.5
43.6138,-105.3787,3.2
38.6919,-116.118,2.6
38.7079,-116.0572,2.6
31.9075,-116.7616667,4.29
31.9093333,-116.7925,2.53
32.38677979,-101.6154964,3.3
31.63566395,-104.3660346,3.0
31.68887204,-104.3826472,2.9
31.66395848,-104.3974988,2.6
31.60347113,-103.984914,2.5
45.463166666666666,-122.93316666666666,2.84
32.399,-115.2408333,3.09
43.8268,-105.2508,2.9
31.55632374,-104.1161523,3.4
42.5547,-111.7077,2.6
36.5913333,-121.195,2.63
36.0743333,-120.163,3.37
39.4656667,-121.4761667,4.24
43.8022,-105.6284,3.3
31.8516667,-116.233,2.73
38.7928333,-122.7618333,2.57
31.71689843,-104.3085718,2.6
40.2861667,-124.6531667,2.54
31.7204167,-104.5972885,2.5
33.19244385,-100.8716416,3.1
31.60048117,-103.9857073,3.2
36.1928333,-117.816,2.77
44.5322,-114.6812,2.8
36.189,-117.8156667,3.1
31.9245,-116.2701667,2.82
31.61908995,-103.9871371,2.5
31.67750347,-104.3995047,2.7
31.59977304,-103.9913518,2.9
31.66668085,-104.4029061,2.9
31.68011905,-104.4210628,4.9
38.6986,-116.0724,2.7
31.90010607,-103.9198979,2.7
31.65318824,-104.3928273,3.2
31.68242764,-104.419469,3.2
31.67828438,-104.4205075,3.2
31.67759682,-104.420232,3.0
31.66187759,-104.4340816,3.0
38.7189,-116.1204,2.5
33.94516667,-97.00233333,2.51
48.536,-122.2515,2.57
31.60756244,-103.9983809,2.6
31.6036696,-103.9943283,3.1
45.0802,-106.8804,3.4
43.6971,-105.2055,3.1
37.9133333,-118.4551667,3.06
33.2696667,-115.9808333,2.56
31.0166,-116.7829,3.0
38.7553333,-122.7228333,2.76
31.55917074,-104.0363274,3.0
35.5143333,-118.3873333,3.38
33.272,-115.983,3.46
35.5126667,-118.3865,3.8
39.9889,-98.1625,3.8
35.487,-118.2855,3.47
33.4196667,-118.009,3.55
38.8165,-122.8221667,3.26
32.69348145,-100.6090415,3.0
33.4225,-118.0136667,2.67
31.73789295,-104.1091559,2.6
33.231,-116.106,2.99
36.4331,-109.7005,2.5
43.644,-105.3647,3.2
31.61450557,-104.1060083,2.5
31.65887722,-104.3654279,3.4
31.2106,-116.6584,4.0
42.7335,-65.6383,2.6
38.7861667,-122.735,2.5
38.5775,-119.4548333,2.96
31.69492547,-104.2933186,2.8
44.2691,-114.8634,2.5
38.699,-116.084,2.6
31.67481786,-104.4234363,3.2
38.1875,-118.1698,2.7
31.67037843,-104.3997097,2.7
31.65095079,-104.2238153,2.6
31.68051685,-104.3954941,2.5
31.66858202,-104.3932339,2.5
41.283,-123.5321667,2.99
35.7091667,-117.5843333,4.58
34.218,-117.5976667,2.83
38.577,-119.4613333,2.6
34.2206667,-117.5951667,3.25
33.2725,-115.9846667,3.58
38.697,-116.0832,2.5
38.7152,-116.1029,2.7
47.9433,-114.1005,2.5
38.724,-116.0966,3.1
38.7367,-116.0825,2.7
38.7065,-116.0875,2.5
36.9828333,-121.464,2.95
33.3111667,-116.3316667,3.27
32.498,-118.2405,3.58
39.5556667,-111.4053333,2.97
38.6661667,-119.704,2.54
38.6896,-116.1015,2.5
38.7309,-116.0977,2.6
29.00115967,-97.5658318,2.9
38.712,-116.1168,2.6
35.793,-117.6045,2.69
38.7236,-116.084,2.9
28.0381,-107.4775,4.6
28.9956665,-97.58857996,2.9
28.99749756,-97.58237592,2.8
38.6878,-116.0875,3.1
34.1713333,-117.3131667,2.52
31.61944677,-104.1323993,2.5
38.7192,-116.0873,3.0
41.4427,-106.8487,2.7
43.5276,-105.1952,3.2
35.6025,-117.4041667,2.6
38.684,-116.1046,3.5
38.687,-116.0878,3.5
31.72271052,-104.5081732,2.8
31.68135172,-104.4084225,2.5
31.67949929,-104.4105591,2.6
31.65713426,-104.227896,2.6
31.0580245,-103.3631632,2.5
44.745,-111.1026667,2.52
35.02,-97.8175,2.91
44.0809,-115.1652,3.1
31.73595451,-104.6082356,2.5
31.73418598,-104.5995967,2.6
37.4141667,-118.6045,2.72
34.275,-120.0095,2.67
40.226,-121.1521667,2.55
31.73356217,-104.100781,2.5
37.6316667,-119.4151667,2.5
43.8001,-105.292,3.2
33.2323333,-116.1058333,3.11
33.2318333,-116.1048333,2.86
47.1558,-66.1248,2.7
36.2465,-120.8255,2.61
28.98651123,-97.60512408,2.7
38.2281667,-119.0746667,2.78
31.65878975,-104.2623549,2.5
31.59879521,-104.0085595,2.5
37.5663333,-118.9253333,2.78
38.6226667,-119.8226667,2.51
33.2308333,-116.1063333,3.54
37.563,-118.8616667,2.89
29.27947998,-97.44381893,2.6
44.4287,-115.195,2.9
31.65718511,-104.3027097,2.5
31.65308288,-104.2967568,2.5
35.5548333,-118.402,3.53
38.7748333,-122.7128333,2.54
32.715,-118.2046667,3.2
37.353,-118.5498333,2.51
37.353,-118.5516667,3.38
31.61053782,-104.0018916,2.8
31.67217441,-104.3703876,2.7
31.67270827,-104.4296075,3.0
35.0841667,-119.1375,2.66
31.676323,-104.4719011,2.5
38.6943,-116.0897,3.5
44.3294,-116.1696,2.6
44.325,-116.1821,2.5
44.3282,-116.1997,3.1
31.68667755,-104.2889465,2.5
38.6315,-116.1572,2.8
38.6937,-116.1006,2.6
31.64716032,-104.2875612,2.5
31.5511715,-104.1381637,2.5
38.7165,-116.1148,2.5
36.8893333,-90.4783333,2.71
38.7053,-116.0858,3.1
38.7797,-116.103,2.6
38.6573,-116.0588,2.8
40.2941667,-124.669,2.62
31.59897174,-104.3538841,2.6
31.72872322,-104.5930719,2.7
31.64553205,-104.2910465,3.2
41.3971,-119.1041,3.2
31.72407919,-104.2986652,2.9
37.1925,-118.2695,3.24
40.374,-124.3055,2.65
38.2083,-117.7791,3.9
31.63367797,-104.4580316,2.5
31.59768044,-103.9986035,2.6
37.4365,-118.4985,2.58
37.262,-121.6373333,2.68
31.68400918,-104.4235215,2.7
34.1653333,-80.727,3.6
34.1668333,-80.7286667,3.5
31.60898616,-103.9849391,3.3
31.61153236,-103.9793022,3.2
34.3358333,-119.2046667,2.7
31.3357,-115.9243,2.6
34.8005,-106.1602,2.5
33.1813333,-115.6073333,3.02
31.56159148,-104.1202162,2.7
38.8301667,-122.7471667,4.19
31.68502825,-104.408456,2.7
31.55528839,-104.1424902,2.6
40.602,-123.2185,2.59
31.69057833,-104.4031223,2.6
32.6496667,-115.7171667,2.52
43.5266,-110.3967,2.8
31.67611945,-104.3642311,2.7
32.7028333,-115.4478333,2.5
34.1666667,-80.7246667,3.4
48.29416666666667,-121.8635,2.95
31.60994719,-103.9720328,2.6
31.41481601,-103.5352746,3.0
31.71982826,-104.5552712,2.7
32.8588333,-116.1741667,2.5
31.66013015,-104.3853538,2.8
32.652,-115.7193333,2.63
32.6441667,-115.7246667,3.42
31.72524264,-104.5682562,2.5
31.16891202,-103.2065887,2.5
35.9723333,-120.5266667,3.35
47.834,-122.93316666666666,2.64
36.9768333,-117.5901667,2.56
39.6981,-106.9809,2.5
40.6187,-109.4929,3.1
37.4118333,-118.5986667,2.82
31.72981292,-104.5715377,3.0
33.3865,-116.4385,2.73
37.2641,-115.0803,2.6
31.60707147,-104.0075234,2.6
31.61055976,-103.9954363,2.8
32.2993,-104.6071,2.9
42.601,-111.4274,3.0
31.6935961,-104.5598367,2.9
37.6315,-118.8805,2.64
37.6321667,-118.8851667,2.73
37.6316667,-118.8815,2.65
38.8206667,-122.7608333,2.56
37.6401667,-118.8906667,2.77
37.6355,-118.8846667,2.78
42.1175,-123.82866666666666,3.22
32.3988333,-115.2291667,3.75
31.56871551,-104.1708038,2.7
31.68360582,-104.449091,2.9
43.7765,-105.344,3.4
31.73379083,-104.1010517,2.6
47.93116666666667,-124.41683333333332,2.92
31.71844677,-104.5253646,2.6
34.418,-119.139,2.84
31.62758426,-104.2952103,3.3
36.3151,-116.2853,2.6
34.3311,-110.33,3.0
44.3222,-115.1806,2.8
37.1923333,-121.5806667,3.33
31.7298588,-104.5357175,3.8
31.07871877,-103.2521254,3.2
40.393,-124.4445,2.61
40.5938333,-124.175,2.68
32.4525,-82.1405,3.9
30.0788,-113.8135,5.1
30.1501,-113.7326,5.1
30.0817,-113.7212,5.2
35.1083333,-119.0065,3.13
29.14581299,-97.73954504,2.7
36.223,-106.9803,2.8
39.6291,-98.4599,2.5
31.73223214,-104.5559425,3.2
31.67720399,-104.4772932,2.6
32.39776611,-101.6433641,2.5
37.4108333,-118.5875,2.89
32.39227295,-101.6433641,3.6
32.38311768,-101.611209,2.7
35.1836667,-118.988,3.09
38.1723,-117.8226,3.9
37.668,-119.4301667,2.5
29.27947998,-97.44588695,2.9
38.58,-88.0093333,2.54
31.68055343,-104.4248354,2.9
38.8281667,-122.7983333,2.64
31.63152718,-104.1542654,2.5
32.21008301,-103.1042778,2.5
32.8225708,-100.9423828,2.5
32.82440186,-100.9423828,2.5
32.82806396,-100.9338081,3.1
31.66402316,-104.5202253,2.7
35.9876667,-117.4081667,3.24
33.7376667,-119.1521667,2.75
31.71892644,-104.5226767,2.8
32.00719325,-103.8238803,2.9
31.68403074,-104.4202914,2.8
40.63,-109.4837,3.3
40.478,-122.0265,2.58
29.27764893,-97.44381893,2.5
36.84983333,-97.78566667,3.14
36.4141667,-120.989,2.87
33.5033333,-116.4615,2.55
38.9461667,-123.0025,3.01
31.55640129,-104.0395391,2.8
31.62369307,-104.504745,2.6
32.333,-115.2348333,2.73
32.3343333,-115.2368333,3.06
36.342,-120.9146667,2.7
30.89470687,-103.4139525,2.9
31.66586614,-104.3867503,2.9
37.5636667,-118.8621667,2.58
47.7985,-123.342,2.81
37.5628333,-118.8613333,2.57
46.9586667,-112.9193333,2.75
32.4105835,-101.6069217,2.8
31.60337867,-104.384045,2.6
43.5764,-105.3368,3.3
32.30072021,-101.7977087,3.3
32.29797363,-101.7880621,2.6
40.2915,-124.5188333,3.79
24.8549,-115.201,4.2
38.4878,-117.9313,3.0
31.60351641,-103.9709286,2.5
35.5115,-118.3875,3.21
35.5108333,-118.3873333,3.55
31.11312051,-103.3298721,2.7
31.61379489,-103.9900717,3.6
33.283,-116.1145,3.05
36.5448333,-121.1366667,2.68
31.65760532,-104.5180063,4.1
31.59979445,-103.9848973,2.7
31.60529166,-103.9903015,2.5
31.6015713,-104.0031939,2.7
31.72136173,-104.5940674,2.7
37.925,-118.5233333,2.56
40.2996667,-124.502,2.72
45.622,-122.45583333333332,2.65
32.4935,-116.305,2.51
43.7673,-105.3272,3.3
32.4041748,-101.5994188,2.6
31.60539631,-104.277015,2.5
38.7456667,-122.7141667,2.62
32.40692139,-101.5833413,3.9
31.71926451,-104.538838,4.3
31.58706844,-104.4850126,2.8
38.7776667,-122.6258333,2.67
31.60010327,-104.0284678,2.6
31.64845843,-104.4474103,2.6
35.08466667,-95.50733333,2.8
31.71168951,-104.5966527,2.72409908
31.6650748,-104.3288788,2.7
37.2645,-104.4786,2.8
31.65532821,-104.3059242,2.6
38.624,-97.4577,3.0
39.302,-122.8581667,2.51
31.65668013,-104.5788171,2.5
25.1137,-109.7543,4.0
25.196,-109.7535,4.7
25.1162,-109.6413,4.2
31.59606731,-103.9999406,2.6
31.59330613,-104.0010033,2.8
31.59561686,-103.9972491,2.6
31.6550432,-104.5529644,2.6
31.6311,-103.9583,3.3
35.12383333,-95.484,3.16
35.08483333,-95.5055,2.78
31.71331939,-104.5648956,2.6
33.9005,-118.4136667,2.51
40.7188333,-112.0986667,2.52
33.2338333,-116.6641667,3.68
31.71334449,-104.5616645,2.5
31.63193321,-103.9947289,3.0
31.60486574,-103.9800791,2.6
38.1845,-117.8827,3.4
37.1958333,-118.2513333,2.87
38.0765,-122.0076667,4.14
31.72538435,-104.5499443,2.5
31.71220509,-104.5896572,3.1
31.60063728,-104.0074926,2.5
31.59884666,-103.9934991,2.9
31.7210008,-104.5816754,3.2
31.61015535,-103.9787581,3.3
31.71526584,-104.5509138,4.6
31.59607463,-103.9977892,2.5
31.59957436,-103.9819379,4.3
31.59587463,-103.9889134,2.8
25.8259,-110.5196,4.2
34.0105,-116.4458333,2.51
32.07274947,-103.7902783,2.7
25.8786,-110.153,4.2
44.2425,-115.2067,2.5
35.7945,-117.6253333,3.08
39.0608333,-109.2958333,3.76
39.0713333,-109.2858333,2.5
31.3605,-115.8805,2.72
38.8093333,-122.8136667,2.93
38.8003333,-122.8116667,2.99
31.71610183,-104.5616942,2.7
44.4377,-115.1974,2.5
35.889,-117.6878333,2.82
36.1851667,-89.3806667,3.21
32.33,-103.3832,2.7
36.1853333,-89.38,2.61
38.1232,-118.0979,2.8
32.394,-115.2476667,2.76
38.7638333,-122.7153333,2.52
31.61536623,-104.0011075,2.7
32.11303711,-102.1374809,2.7
40.824,-123.28,2.85
31.24522818,-103.5476438,2.5
31.8693333,-116.1776667,3.83
31.64196172,-104.3876147,2.7
38.8138333,-122.8098333,2.5
32.5928333,-115.5295,2.63
48.807833333333335,-120.8225,3.16
35.08433333,-95.50733333,2.73
36.2383333,-120.8108333,3.02
31.57430579,-104.154708,2.8
31.72274693,-103.9814186,2.5
45.0722,-106.9388,2.9
31.62614529,-104.2647993,2.5
31.65459698,-104.423249,2.6
47.5494,-92.582,2.9
31.66735062,-104.3700766,2.7
31.66138635,-104.36841,2.9
35.6026667,-117.406,4.28
31.56712095,-104.167836,2.6
37.2298333,-118.2918333,3.31
37.5456667,-118.8021667,2.5
37.4115,-118.59,2.81
31.55178537,-104.0448916,2.8
31.67117362,-104.3464242,2.6
38.2476,-118.3574,2.7
43.6688,-105.266,3.1
34.374,-118.722,2.57
45.17016666666667,-122.62566666666666,2.7
40.1048,-119.4655,2.5
31.65464279,-104.3809995,3.3
40.0985,-119.4644,2.5
38.1593,-117.9384,2.5
44.3117,-116.1689,2.7
40.6263,-109.4424,3.2
43.7537,-105.3883,3.2
38.1671,-117.9031,2.7
32.5456,-109.1064,2.8
32.5177002,-101.2135575,2.6
39.6326667,-122.0078333,2.58
35.9041667,-84.0201667,2.58
39.79,-122.0033333,2.72
42.8995,-82.4453,2.5
44.2844,-115.0961,3.0
34.4101667,-119.4113333,2.7
44.3619,-115.2151,2.6
38.5181667,-119.5231667,2.61
36.8296667,-121.5553333,2.93
31.67563361,-104.4043329,3.2
47.458,-115.8348,3.0
34.9223333,-119.0171667,2.63
37.5186667,-118.8228333,3.35
32.00191291,-103.8214342,2.6
31.59419186,-104.0106889,2.6
44.3013,-116.1974,2.8
36.29716667,-98.17883333,2.9
40.5215,-122.9758333,2.57
31.59514079,-104.0020877,2.5
40.3743333,-124.8918333,2.63
43.7222,-105.3424,3.1
40.4836667,-124.3091667,3.05
30.8253,-105.4707,2.8
33.2318333,-116.2773333,2.53
31.9911109,-103.8222138,2.6
37.9438333,-118.5413333,2.61
46.0062,-106.7578,3.2
31.68316872,-104.4116693,2.5
33.5018333,-116.504,2.7
28.45916748,-98.74460018,2.5
32.732,-119.5407,2.9
31.69370569,-104.2647719,2.6
31.55207133,-104.1424702,2.5
36.4608333,-116.9495,2.62
31.64380688,-104.3865547,3.0
38.1172,-118.0979,2.5
43.7914,-105.3333,3.2
43.6413,-105.3566,3.3
31.6637,-104.3728,2.5
31.65220843,-104.3661776,2.7
48.29966666666667,-121.852,3.4
38.3701667,-88.9463333,2.52
40.3835,-124.6603333,2.71
35.6433333,-118.32,2.66
34.0068333,-116.4455,2.84
34.0078333,-116.4448333,3.76
31.65467958,-104.2136159,2.7
43.7103,-105.321,3.5
31.67683334,-104.3965378,2.7
31.5145,-115.6358333,2.95
31.504,-115.6405,3.24
32.6989,-104.4516,3.2
34.9123333,-119.353,3.26
35.1055,-96.3135,3.12
32.00004995,-103.8333135,2.8
31.64939686,-104.5093109,2.6
40.3771667,-124.7546667,3.0
31.6064253,-103.9948791,3.2
31.59791297,-103.9977978,2.7
31.9821167,-102.3100467,2.7
31.66300432,-104.4028728,2.6
35.6956667,-117.6093333,3.16
35.6948333,-117.6081667,2.78
45.9615,-106.5758,3.2
33.342,-116.8575,3.48
31.64933546,-104.384451,3.0
31.64010271,-104.3908269,2.6
37.7823333,-112.9468333,2.69
31.68393225,-104.2867715,2.7
36.2231667,-117.8825,2.73
31.67218158,-104.4051091,3.2
32.36938477,-101.6144245,2.8
31.7518049,-104.1830494,3.0
34.7905,-97.76983333,2.84
32.26959229,-101.9456221,2.6
31.61416492,-103.9456909,2.9
43.759,-105.3019,3.4
31.61043564,-103.9628898,3.1
44.681,-109.9963333,4.22
33.4798333,-116.4855,2.57
38.0553333,-119.2275,2.76
31.65302574,-104.3823308,2.5
39.5888,-116.7624,2.7
40.1508,-116.7455,2.5
43.7987,-105.2694,3.1
32.50762939,-101.2189167,2.6
34.1703333,-80.721,2.57
45.3264,-76.2178,2.5
31.68201092,-104.4130047,2.8
35.5235,-117.3873333,2.96
35.5251667,-117.3896667,3.53
31.57904977,-104.0036248,2.5
34.1736667,-80.7313333,2.76
31.31543791,-103.3926569,2.5
36.918,-118.0076667,3.15
33.0425,-116.354,2.57
33.0391667,-116.3538333,3.54
43.7023,-105.3402,3.1
31.60739783,-103.9787457,2.9
37.38,-118.7981667,2.6
34.1588333,-80.731,3.25
44.3536,-115.2085,2.7
35.68,-117.4736667,2.57
39.632,-116.937,2.6
36.7715,-97.84016667,2.86
31.1498333,-115.9853333,2.6
29.8519,-105.047,2.5
35.0885,-95.51833333,2.86
31.70284507,-104.1364118,2.5
38.2368333,-119.3401667,2.57
43.818,-105.3389,3.4
44.4969,-105.4885,3.0
35.5283333,-118.5115,2.7
44.4363,-115.1975,2.7
38.8321667,-122.8126667,2.51
37.7965,-112.9528333,2.53
31.99342185,-103.8157383,2.7
35.8341667,-90.1165,2.73
31.70714658,-104.150709,2.5
31.69756109,-104.1361099,2.6
34.98816667,-95.98833333,2.51
40.8213333,-124.3613333,3.25
37.3885,-118.4088333,2.91
33.9835,-116.662,2.63
31.646951,-104.3978842,2.7
31.69181273,-104.136882,2.6
45.8206,-106.3727,2.8
35.3671667,-120.1806667,2.84
31.67511743,-104.4129416,3.0
31.60995404,-103.969881,3.5
31.60786264,-103.977134,3.2
40.6633333,-123.7663333,2.53
31.61586374,-104.110858,2.7
31.59534738,-104.0088119,3.2
31.59605996,-104.002092,2.5
31.50544823,-104.0226204,2.6
37.503,-121.622,2.6
32.025,-116.4455,2.69
34.0185,-117.198,2.57
38.8235,-122.8013333,2.84
38.824,-122.8008333,2.66
31.67321119,-104.4231523,2.5
43.4759,-110.2606,2.5
36.11216667,-97.86966667,2.81
36.132,-118.0658333,3.45
44.0153,-105.4827,3.1
44.4554,-105.5792,2.8
41.1365,-123.7021667,2.74
40.5781667,-124.3295,2.72
36.1976667,-118.1891667,2.89
38.1577,-117.8887,2.5
31.59978378,-103.9881246,2.8
31.67328772,-104.3760497,2.5
31.65950067,-104.375929,2.5
36.8575,-121.593,2.75
36.8575,-121.5958333,2.69
31.67017885,-104.429853,2.5
31.61423098,-104.1164971,3.5
48.4235,-122.3055,3.56
36.856,-121.6015,2.5
38.2391,-118.735,2.9
31.65935582,-104.3985339,2.7
38.7988333,-122.8116667,3.34
38.8136667,-122.8003333,2.71
38.8195,-122.8031667,3.32
38.7906,-97.0247,2.5
44.3167,-115.4363,2.5
44.7891667,-111.04,2.54
