"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",0,-0.073379688082362,0.0478949152577653,0.010177773202661,-0.00755405259821164,-0.0144771811431741,-0.0607639048575604,-0.0434479361746653,0.0213985796031836,-0.0324816200394433,0.0175298171396458,0.11862664014031,0.0342845455705651,-0.0510189189273545,-0.0685580935370376,-0.0356838290449395,-0.0926608995398216,-0.138194108947265,-0.0287902927437839,0.0549334681288402,0.135719893073661,0.163091410380682,0.024078140687528,-0.0219418465234636,-0.0093514753264642,-0.0463466824579947,-0.063460117126253,0.0959385416631822,0.0186514402076699,-0.0113747496195703,-0.0205428537939895,0.0102303012175886,0.0890279344585341,0.0481785819794907,0.0151272302194755,0.000371088146814131,-0.00589750365746363,-0.0253486523379418,-0.0459452742335779,-0.0277926365970336,0.00684787335500876,0.184352793042181,0.066540964266015,0.03493705434577,0.0538162649785881,0.0741641456717704,0.0326551555994842,-0.00755804626318814,-0.0132819540225271,-0.0177632142314777
"2",0,-0.132078390007966,-0.0100580537964309,0.0388276297146351,0.00442221480856639,-0.0114263132364677,-0.0935877813920375,-0.119886596010106,-0.027002204746915,-0.0202612544014735,-0.00434619902285498,0.242001358951984,0.145742128574612,-0.120134519684851,-0.184579062533345,-0.151730571037303,-0.150873469368228,-0.176107257669581,-0.123378332224956,0.0249723553994482,0.208322078067242,0.518636799007294,0.283056611023873,0.0313475370042808,-0.0114817778419266,-0.063719390565951,-0.05619882792641,0.162883047613157,0.118929373535617,0.00988180215598959,-0.0333637498559824,-0.0132197504235306,0.13938410833043,0.152998480361316,0.0778451076937082,0.026010111690289,-0.0092879561156977,-0.0508503185022545,-0.0598168464829599,-0.0501603809370128,-0.0351214701401199,0.0404450107663209,0.362405146323963,0.0981755561045896,0.0960316207868039,0.220645483545813,0.0977843700893971,-0.00202034855637955,-0.0240377415350692,-0.028583393949864
"3",0,-0.0746835283799193,-0.0434770631895355,0.0673376155470635,0.0301318948505379,0.0177312956160112,-0.0364675279593826,-0.157929693228037,-0.128186349509102,0.0192629293450319,0.0121741924788029,0.0863351385301998,0.310730921568805,-0.0570719127732866,-0.242253567302864,-0.27360493430483,-0.138119273201954,-0.170704765768867,-0.142600436253071,-0.0624074506453605,0.0154271595189072,0.137661891345078,0.844500344784495,0.344171569577276,0.103873183732933,-0.0260278527690281,-0.0637831259716654,-0.0375665088928102,0.214830476921664,0.122173988158968,-0.0107507612303836,-0.0542210090499619,-0.00229314166919823,0.171051449647961,0.150159287886498,0.0920733065556955,0.0168178869145889,-0.0436510008966749,-0.0551576934151433,-0.0475192846865445,-0.0329480277425578,-0.0277682624901682,0.0859243552721335,0.383947208047049,0.148427242312068,0.1357677771427,0.110569360825333,0.051700849299496,-0.0172824740716045,-0.0231779587089289
"4",0,0.170893402869214,0.0320185944370081,0.0231757288947907,0.0240057673112137,0.0241032106923543,0.109501365223821,-0.0927245878452485,-0.176838621146639,-0.0919603118283143,0.14300189905986,0.0575227424347474,0.161800615735188,0.174683325246052,-0.22690150333451,-0.298046199301604,-0.271718324596893,-0.0919657836466087,-0.122472802228562,-0.0962684529906185,-0.0482913981404013,-0.024205678410295,0.158999114427686,0.964943933537713,0.419926631928628,0.205694971444204,-0.0220962889850871,-0.0601561699970109,-0.0298692477494644,0.156143386300279,0.0872789528918885,-0.0558801274080214,-0.0684580308795231,0.0433809719197457,0.101996618140165,0.101425459758745,0.0659031464855308,-0.00448451687814453,-0.0336419137394193,-0.0308647557040954,-0.0276882542846765,-0.0346774067520481,-0.021836700281807,0.234252369571777,0.451668062279056,0.159185291965448,0.147287698370273,0.0580529578656972,0.0106570209204419,-0.00536953488816537
"5",0,0.0149131727143012,0.0663248758107062,0.0225823762680388,0.00527182439691312,-0.0117127157845564,0.0395664775055378,0.261618120536842,-0.136354782015509,-0.158085962775341,-0.0502745395296305,0.202907386011211,0.141769826975285,0.285483267449931,-0.120940816402677,-0.262933831621158,-0.244733235437817,-0.0657297685599895,-0.0546349785798395,-0.0884153892849037,-0.077841490757886,-0.0576644653757912,-0.0290753338195287,0.374671763176525,0.898603788574763,0.658323369149832,0.220523642522607,-0.0260716901227198,-0.0594158443954705,-0.0242992237386642,0.0686818781684445,-0.0235405146142911,-0.101721924993341,-0.0759241533063619,0.0175623656149157,0.0254484574345343,0.0585833654065504,0.0356461721539298,0.0117704649258331,0.00110831543584975,-0.0041605659772279,-0.0408945643018783,-0.0499131049437106,-0.0267565350195975,0.314080410144266,0.436293453902078,0.176081518314225,0.102363072025364,0.03801525000856,0.00670350755748838
"6",0,-0.147445902725316,-0.0952092204234345,-0.014482445774118,-0.0370615441610109,-0.0643367372496336,-0.0585615841322957,0.0721104748139376,0.205371200867042,-0.138783516863797,-0.125945962761294,0.11544789466524,0.240296475618561,0.281060801757919,0.401564122658701,-0.210801974370569,-0.226696479098155,-0.160631741930905,0.0675794201788058,-0.0458301290853054,-0.0647605868288293,-0.0774731444406466,-0.0616602669888453,0.0173081753130758,0.474697028060915,0.790502748745292,0.784213721789982,0.147887891874512,-0.0379898457105665,-0.0706284750097665,-0.0420856844928753,-0.0173308892670914,-0.0989133215653916,-0.104732259329391,-0.0269223272637769,-0.020736365955155,-0.00929630504967707,0.0216697671980773,0.0224538962864083,0.0331243719806086,0.0326538620675706,0.000790751797965981,-0.0733339843489925,-0.0852349397705069,-0.0525587867292389,0.377686951771755,0.328280441924114,0.198737196123752,0.102906026356815,0.0273247910815535
"7",0,-0.172372310406666,-0.203899565014274,-0.164670639491397,-0.0980842806568138,-0.124651669391284,-0.146115958512118,-0.104126990491148,0.17384594304034,-0.098420287083012,-0.148877126176625,-0.0948566872351514,0.314798253206573,0.319757075414677,0.496965024943467,0.261911511391008,-0.122630529200606,-0.132100059064099,-0.0299559106562535,0.0279900708527566,-0.0485523450783556,-0.0430644891075352,-0.0242490876304828,-0.0153236439542751,0.141595673651467,0.403159330001141,0.706375538763705,0.724851586978042,0.110339384370953,-0.068623375251825,-0.0967151925010626,-0.0698701063103772,-0.112934297667188,-0.127359313284866,-0.0803515085093975,0.0158620938046879,-0.0157007717997415,-0.0121726707890889,-0.00953113249523596,0.00162138792504421,0.0475838559134127,0.0233655354650058,-0.0376757564395904,-0.143643987870691,-0.145584751876415,-0.0857298649271373,0.478317239225166,0.29610650681483,0.19201669821244,0.0880770805686723
"8",0,-0.241003670514689,-0.219483116063466,-0.200886933669744,-0.206909208244791,-0.179596922494125,-0.210365225975611,-0.237659505373377,-0.159419212867842,0.262129375404649,-0.099762478294636,-0.101751840357286,0.0679249246452425,0.243749891591982,0.333366427334515,0.713719355475961,-0.0582345167859668,-0.0980554145975493,-0.0698742101080246,0.140641849330678,-0.0158850244958587,-0.0607646244126571,-0.0328808427834439,0.0195492193026588,0.0390970984224283,0.145185125750983,0.280294488916367,0.787013113697731,0.604147257236072,0.0180307554195655,-0.115328378208957,-0.114728722815485,-0.0915941732283717,-0.123908960139267,-0.112426150743962,0.00397837289406346,0.0409495193701438,-0.00376615200186663,-0.0326576125737651,-0.039329048651383,-0.0231448653666342,0.0373252721555993,-0.0176602114987942,-0.107738080009053,-0.199042608602388,-0.190049096143804,-0.0720272538696152,0.356671995659998,0.249986714028583,0.13585493605125
"9",0,-0.0789256138667286,-0.192546031759862,-0.239606882276851,-0.23212755402711,-0.24458702328565,-0.268747305309037,-0.258216504762486,-0.228272266068711,-0.0290667229646326,-0.00186328827411461,-0.0801851440053515,-0.0385476112827527,0.260180803783005,0.156218215775337,0.288878142339246,0.74700651552277,-0.045558631727637,-0.0738639404414463,-0.0112650784622965,0.161425772743956,-0.0111196743289021,-0.0459317767600299,-0.0115977887088381,0.0230857064957098,0.0465888110123405,0.10503014013634,0.250155900630278,0.830097093370682,0.357521766851138,-0.0803398424394345,-0.14786245738832,-0.0983716461275507,-0.131678429096972,-0.101215459950885,-0.0520625659266501,0.142515281816752,0.0689313703275583,-0.0255459251398909,-0.0622234180212991,-0.0751583191356421,-0.0470881464019916,-0.0325756432034037,-0.0678868042845512,-0.157666651484949,-0.16457977477166,-0.130333487547789,0.101187448502508,0.246880035932672,0.1433803992583
"10",0,0.225064781996612,-0.0403636520628903,-0.200334270094542,-0.277266482951576,-0.272484974515747,-0.261853151274066,-0.3035654952836,-0.273327291850333,-0.173375247978762,0.183555034807781,-0.0202371203567038,-0.0316903578101825,0.137423378059516,0.160033921669807,0.0946300281837091,0.306678472145838,0.37593155640574,-0.0189583715858518,-0.0414433636072877,0.0555327121421257,0.127721615505664,0.0144020895318215,-0.0225975962221046,-0.0102337336000409,-0.00738933682249784,-0.012152005217838,0.0355255583613276,0.361833883484186,0.710323515142387,0.0760275943180059,-0.107722492393049,-0.118586962170224,-0.0623213532193817,-0.09361944308668,-0.0698580065830081,0.0277582491714611,0.227671720536352,0.0361152697610002,-0.0694632482637153,-0.0933000432132089,-0.105408508774335,-0.0934777561679932,-0.0906809266508611,-0.0707728630520896,-0.131460720628458,-0.104450653572764,-0.0441500525107347,0.134892367156341,0.123709424523302
